CUI,SAB_x,SAB_y,STR,DEF
C0024117,MEDLINEPLUS,DXP,CHRONIC OBSTRUCTIVE LUNG DISEASE,"<h3>What is COPD (chronic obstructive pulmonary disease)?</h3> <p>COPD (chronic obstructive pulmonary disease) is a group of lung diseases that make it hard to breathe and get worse over time.</p> <p>Normally, the airways and air sacs in your lungs are elastic or stretchy. When you breathe in, the airways bring air to the air sacs. The air sacs fill up with air, like a small balloon. When you breathe out, the air sacs deflate, and the air goes out. If you have COPD, less air flows in and out of your airways because of one or more problems:</p><ul> <li>The airways and air sacs in your lungs become less elastic</li> <li>The walls between many of the air sacs are destroyed</li> <li>The walls of the airways become thick and inflamed</li> <li>The airways make more mucus than usual and can become clogged</li> </ul> <h3>What are the types of COPD (chronic obstructive pulmonary disease)?</h3> <p>COPD includes two main types:</p><ul> <li><a href=""https://medlineplus.gov/emphysema.html"">Emphysema</a> affects the air sacs in your lungs, as well as the walls between them. They become damaged and are less elastic.</li> <li><a href=""https://medlineplus.gov/chronicbronchitis.html"">Chronic bronchitis</a>, in which the lining of your airways is constantly irritated and inflamed. This causes the lining to swell and make mucus.</li> </ul> <p>Most people with COPD have both emphysema and chronic bronchitis, but how severe each type is can be different from person to person.</p> <h3>What causes COPD (chronic obstructive pulmonary disease)?</h3> <p>The cause of COPD is usually long-term exposure to irritants that damage your lungs and airways. In the United States, <a href=""https://medlineplus.gov/smoking.html"">cigarette smoke</a> is the main cause. Pipe, cigar, and other types of tobacco smoke can also cause COPD, especially if you inhale them.</p> <p>Exposure to other inhaled irritants can contribute to COPD. These include <a href=""https://medlineplus.gov/secondhandsmoke.html"">secondhand smoke</a>, <a href=""https://medlineplus.gov/airpollution.html"">air pollution</a>, and chemical fumes or dusts from the environment or workplace.</p> <p>Rarely, a genetic condition called <a href=""https://medlineplus.gov/alpha1antitrypsindeficiency.html"">alpha-1 antitrypsin deficiency</a> can play a role in causing COPD.</p> <h3>Who is at risk for COPD (chronic obstructive pulmonary disease)?</h3> <p>The risk factors for COPD include:</p><ul> <li><strong>Smoking.</strong> This the main risk factor. Up to 75% of people who have COPD smoke or used to smoke.</li> <li><strong>Long-term exposure to other lung irritants</strong>, such as secondhand smoke, air pollution, and chemical fumes and dusts from the environment or workplace</li> <li><strong>Age.</strong> Most people who have COPD are at least 40 years old when their symptoms begin.</li> <li><strong>Genetics.</strong> This includes alpha-1 antitrypsin deficiency, which is a genetic condition. Also, smokers who get COPD are more likely to get it if they have a family history of COPD.</li> <li><strong>Asthma.</strong> People who have <a href=""https://medlineplus.gov/asthma.html"">asthma</a> have more risk of developing COPD than people who don't have asthma. But most people with asthma will <strong>not</strong> get COPD.</li> </ul> <h3>What are the symptoms of COPD (chronic obstructive pulmonary disease)?</h3> <p>At first, you may have no symptoms or only mild symptoms. As the disease gets worse, your symptoms usually become more severe. They can include:</p><ul> <li>Frequent <a href=""https://medlineplus.gov/cough.html"">coughing</a> or a cough that produces a lot mucus</li> <li>Wheezing</li> <li>A whistling or squeaky sound when you breathe</li> <li>Shortness of breath, especially with physical activity</li> <li>Tightness in your chest</li> </ul> <p>Some people with COPD get frequent respiratory infections such as <a href=""https://medlineplus.gov/commoncold.html"">colds</a> and the <a href=""https://medlineplus.gov/flu.html"">flu</a>. In severe cases, COPD can cause weight loss, weakness in your lower muscles, and <a href=""https://medlineplus.gov/edema.html"">swelling</a> in your ankles, feet, or legs.</p> <h3>How is COPD (chronic obstructive pulmonary disease) diagnosed?</h3> <p>Your health care provider may use many tools to make a diagnosis:</p><ul> <li>A medical history, which includes asking about your symptoms</li> <li>A family history</li> <li>Various tests, such as <a href=""https://medlineplus.gov/lab-tests/lung-function-tests/"">lung function tests</a>, a chest <a href=""https://medlineplus.gov/xrays.html"">x-ray</a> or <a href=""https://medlineplus.gov/ctscans.html"">CT scan</a>, and blood tests</li> </ul> <p>Your doctor will diagnose COPD based on your signs and symptoms, your medical and family histories, and test results.</p> <h3>What are the treatments for COPD (chronic obstructive pulmonary disease)?</h3> <p>There is no cure for COPD. However, treatments can help with symptoms, slow the progress of the disease, and improve your ability to stay active. There are also treatments to prevent or treat complications of the disease. Treatments include:</p><ul> <li><strong>Lifestyle changes</strong>, such as <ul> <li><a href=""https://medlineplus.gov/quittingsmoking.html"">Quitting smoking</a> if you are a smoker. This is the most important step you can take to treat COPD.</li> <li>Avoiding secondhand smoke and places where you might breathe in other lung irritants</li> <li>Ask your health care provider for an eating plan that will meet your nutritional needs. Also ask about how much physical activity you can do. Physical activity can strengthen the muscles that help you breathe and improve your overall wellness.</li> </ul> </li> <li><strong>Medicines</strong>, such as <ul> <li>Bronchodilators, which relax the muscles around your airways. This helps open your airways and makes breathing easier. Most bronchodilators are taken through an inhaler. In more severe cases, the inhaler may also contain <a href=""https://medlineplus.gov/steroids.html"">steroids</a> to reduce inflammation.</li> <li>Vaccines for the <a href=""https://medlineplus.gov/flushot.html"">flu</a> and pneumococcal pneumonia, since people with COPD are at higher risk for serious problems from these diseases</li> <li><a href=""https://medlineplus.gov/antibiotics.html"">Antibiotics</a> if you get a bacterial or viral lung infection</li> </ul> </li> <li><strong><a href=""https://medlineplus.gov/oxygentherapy.html"">Oxygen therapy</a></strong>, if you have severe COPD and low levels of oxygen in your blood. Oxygen therapy can help you breathe better. You may need extra oxygen all the time or only at certain times.</li> <li><strong><a href=""https://medlineplus.gov/pulmonaryrehabilitation.html"">Pulmonary rehabilitation</a></strong>, which is a program that helps improve the well-being of people who have chronic breathing problems. It may include <ul> <li>An exercise program</li> <li>Disease management training</li> <li>Nutritional counseling</li> <li>Psychological counseling</li> </ul> </li> <li><strong>Surgery</strong>, usually as a last resort for people who have severe symptoms that have not gotten better with medicines: <ul> <li>For COPD that is mainly related to emphysema, there are surgeries that <ul> <li>Remove damaged lung tissue</li> <li>Remove large air spaces (bullae) that can form when air sacs are destroyed. The bullae can interfere with breathing.</li> </ul> </li> <li>For severe COPD, some people may need <a href=""https://medlineplus.gov/lungtransplantation.html"">lung transplant</a></li> </ul> </li> </ul> <p>If you have COPD, it's important to know when and where to get help for your symptoms. You should get emergency care if you have severe symptoms, such as trouble catching your breath or talking. Call your health care provider if your symptoms are getting worse or if you have signs of an infection, such as a <a href=""https://medlineplus.gov/fever.html"">fever</a>.</p> <h3>Can COPD (chronic obstructive pulmonary disease) be prevented?</h3> <p>Since smoking causes most cases of COPD, the best way to prevent it is to not smoke. It's also important to try to avoid lung irritants such as secondhand smoke, air pollution, chemical fumes, and dusts.</p> <p class="""">NIH: National Heart, Lung, and Blood Institute</p>"
C0024117,HPO,DXP,CHRONIC OBSTRUCTIVE LUNG DISEASE,"An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities. [PMID:25943942]"
C0024131,MSH,DXP,LUPUS VULGARIS,A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.
C0024141,MSH,AIR,Systemic lupus erythematosus,"A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
C0024141,CSP,AIR,Systemic lupus erythematosus,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
C0024141,HPO,AIR,Systemic lupus erythematosus,"A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. [HPO:probinson]"
C0024141,NCI,AIR,Systemic lupus erythematosus,An autoimmune multi-organ disease typically associated with vasculopathy and autoantibody production. Most patients have antinuclear antibodies (ANA). The presence of anti-dsDNA or anti-Smith antibodies are highly-specific.
C0024141,MSH,DXP,"LUPUS ERYTHEMATOSUS, SYSTEMIC","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
C0024141,CSP,DXP,"LUPUS ERYTHEMATOSUS, SYSTEMIC","chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
C0024141,HPO,DXP,"LUPUS ERYTHEMATOSUS, SYSTEMIC","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. [HPO:probinson]"
C0024141,NCI,DXP,"LUPUS ERYTHEMATOSUS, SYSTEMIC",An autoimmune multi-organ disease typically associated with vasculopathy and autoantibody production. Most patients have antinuclear antibodies (ANA). The presence of anti-dsDNA or anti-Smith antibodies are highly-specific.
C0024143,MSH,DXP,"NEPHRITIS, LUPUS","Glomerulonephritis associated with autoimmune disease SYSTEMIC LUPUS ERYTHEMATOSUS. Lupus nephritis is histologically classified into 6 classes: class I - normal glomeruli, class II - pure mesangial alterations, class III - focal segmental glomerulonephritis, class IV - diffuse glomerulonephritis, class V - diffuse membranous glomerulonephritis, and class VI - advanced sclerosing glomerulonephritis (The World Health Organization classification 1982)."
C0024143,HPO,DXP,"NEPHRITIS, LUPUS","Lupus nephritis is a type of glomerulonephritis that constitutes one of the most severe organ manifestations of systemic lupus erythematosus. Lupus nephritis is subclassified in six distinct classes, that represent different manifestations and severities of renal involvement and guide the therapeutic management. [ORCID:0000-0002-2234-4248, PMID:31974366]"
C0024143,CSP,DXP,"NEPHRITIS, LUPUS","glomerulonephritis associated with systemic lupus erythematosus; classified into four histologic types: mesangial, focal, diffuse, and membranous."
C0024143,NCI,DXP,"NEPHRITIS, LUPUS",Glomerulonephritis in the context of systemic lupus erythematosus.
C0024198,MSH,AIR,Lyme disease,"An infectious disease caused by a spirochete, BORRELIA BURGDORFERI, which is transmitted chiefly by Ixodes dammini (see IXODES) and pacificus ticks in the United States and Ixodes ricinis (see IXODES) in Europe. It is a disease with early and late cutaneous manifestations plus involvement of the nervous system, heart, eye, and joints in variable combinations. The disease was formerly known as Lyme arthritis and first discovered at Old Lyme, Connecticut."
C0024198,CSP,AIR,Lyme disease,"recurrent multisystemic infectious disease caused by a spirochete, Borrelia burgdorferi, which is transmitted chiefly by Ixodes ticks; it is a disease with early and late cutaneous manifestations plus involvement of the nervous system, heart, eye, and joints in variable combinations."
C0024198,NCI,AIR,Lyme disease,"An infectious disease caused by the spirochete Borrelia burgdorferi. Early manifestations of infection may include fever, headache, fatigue, depression, and a characteristic skin rash called erythema migrans. Left untreated, late manifestations involving the joints, heart, and nervous system can occur."
C0024198,MEDLINEPLUS,AIR,Lyme disease,"<h3>What is Lyme disease?</h3> <p>Lyme disease is a bacterial infection you get from <a href=""https://medlineplus.gov/tickbites.html"">the bite of an infected tick</a>. At first, Lyme disease usually causes symptoms such as a <a href=""https://medlineplus.gov/rashes.html"">rash</a>, <a href=""https://medlineplus.gov/fever.html"">fever</a>, <a href=""https://medlineplus.gov/headache.html"">headache</a>, and <a href=""https://medlineplus.gov/fatigue.html"">fatigue</a>. But if it is not treated early, the infection can spread to your joints, heart, and nervous system. Prompt treatment can help you recover quickly.</p> <h3>What causes Lyme disease?</h3> <p>Lyme disease is caused by bacteria. In the United States, this is usually a bacterium called Borrelia burgdorferi. It spreads to humans through the bite of an infected tick. The ticks that spread it are blacklegged ticks (or deer ticks). They are usually found in the:</p><ul> <li>Northeast</li> <li>Mid-Atlantic</li> <li>Upper Midwest</li> <li>Pacific coast, especially northern California</li> </ul> <p>These ticks can attach to any part your body. But they are often found in hard-to-see areas such as your groin, armpits, and scalp. Usually the tick must be attached to you for 36 to 48 hours or more to spread the bacterium to you.</p> <h3>Who is at risk for Lyme disease?</h3> <p>Anyone can get a tick bite. But people who spend lots of time outdoors in wooded, grassy areas are at a higher risk. This includes campers, hikers, and people who work in gardens and parks.</p> <p>Most tick bites happen in the summer months when ticks are most active and people spend more time outdoors. But you can get bitten in the warmer months of early fall, or even late winter if temperatures are unusually high. And if there is a mild winter, ticks may come out earlier than usual.</p> <h3>What are the symptoms of Lyme disease?</h3> <p>Early symptoms of Lyme disease start between 3 to 30 days after an infected tick bites you. The symptoms can include:</p><ul> <li>A red rash called erythema migrans (EM). Most people with Lyme disease get this rash. It gets bigger over several days and may feel warm. It is usually not painful or itchy. As it starts to get better, parts of it may fade. Sometimes this makes the rash look like a ""bull's-eye.""</li> <li>Fever</li> <li>Chills</li> <li>Headache</li> <li>Fatigue</li> <li>Muscle and joint aches</li> <li>Swollen lymph nodes</li> </ul> <p>If the infection is not treated, it can spread to your joints, heart, and nervous system. The symptoms may include:</p><ul> <li>Severe headaches and neck stiffness</li> <li>Additional EM rashes on other areas of your body</li> <li>Facial palsy, which is a weakness in your facial muscles. It can cause drooping on one or both sides of your face.</li> <li><a href=""https://medlineplus.gov/arthritis.html"">Arthritis</a> with severe joint pain and swelling, especially in your knees and other large joints</li> <li>Pain that comes and goes in your tendons, muscles, joints, and bones</li> <li>Heart palpitations, which are feelings that your heart is skipping a beat, fluttering, pounding, or beating too hard or too fast</li> <li>An <a href=""https://medlineplus.gov/arrhythmia.html"">irregular heart beat</a> (Lyme carditis)</li> <li>Episodes of <a href=""https://medlineplus.gov/dizzinessandvertigo.html"">dizziness</a> or shortness of breath</li> <li>Inflammation of the brain and spinal cord</li> <li>Nerve pain</li> <li>Shooting pains, numbness, or tingling in the hands or feet</li> </ul> <h3>How is Lyme disease diagnosed?</h3> <p>To make a diagnosis, your health care provider will consider:</p><ul> <li>Your symptoms</li> <li>How likely it is that you were exposed to infected blacklegged ticks</li> <li>The possibility that other illnesses may cause similar symptoms </li><li>Results of any lab tests</li> </ul> <p>Most Lyme disease tests check for antibodies made by the body in response to infection. These antibodies can take several weeks to develop. If you are tested right away, it may not show that you have Lyme disease, even if you have it. So you may need to have another test later.</p> <h3>What are the treatments for Lyme disease?</h3> <p>Lyme disease is treated with <a href=""https://medlineplus.gov/antibiotics.html"">antibiotics</a>. The earlier you are treated, the better; it gives you the best chance of fully recovering quickly.</p> <p>After treatment, some patients may still have pain, fatigue, or difficulty thinking that lasts more than 6 months. This is called post-treatment Lyme disease syndrome (PTLDS). Researchers don't know why some people have PTLDS. There is no proven treatment for PTLDS; long-term antibiotics have not been shown to help. However, there are ways to help with the symptoms of PTLDS. If you have been treated for Lyme disease and still feel unwell, contact your health care provider about how to manage your symptoms. Most people do get better with time. But it can take several months before you feel all better.</p> <h3>Can Lyme disease be prevented?</h3> <p>To prevent Lyme disease, you should lower your risk of getting a tick bite:</p><ul> <li>Avoid areas where ticks live, such as grassy, brushy, or wooded areas. If you are hiking, walk in the center of the trail to avoid brush and grass.</li> <li>Use an insect repellent with DEET</li> <li>Treat your clothing and gear with a repellant containing 0.5% permethrin</li> <li>Wear light-colored protective clothing, so you can easily see any ticks that get on you</li> <li>Wear a long-sleeve shirt and long pants. Also tuck your shirt into your pants and your pant legs into your socks.</li> <li>Check yourself, your children, and your pets daily for ticks. Carefully remove any ticks you find.</li> <li>Take a shower and wash and dry your clothes at high temperatures after being outdoors</li> </ul> <p class="""">Centers for Disease Control and Prevention</p>"
